S,0,1,2,3,4,5,6,7,8,9,10
8373,0,1,1,2,2,2,3,3,3,3,2
8374,0,1,1,2,3,3,3,2,2,1,1
8375,0,1,1,2,3,3,4,4,4,3,3
8376,0,1,2,3,3,4,4,4,4,3,3
8377,0,1,2,4,4,4,5,5,4,4,3
8378,0,1,2,3,4,4,5,4,5,5,4
8379,0,1,3,4,4,5,5,5,5,5,4
8380,0,1,1,3,3,3,4,4,4,3,4
8381,0,1,2,3,4,4,4,4,4,4,4
8382,0,1,2,2,3,2,3,2,2,3,2
8383,0,1,1,3,4,4,4,4,3,3,2
8384,0,1,1,1,1,1,2,2,1,1,1
8385,0,1,1,3,3,4,4,4,4,3,3
8386,0,1,1,2,3,3,4,4,4,4,4
8387,0,1,1,2,3,3,4,4,4,3,4
8388,0,1,1,3,4,4,4,4,4,4,4
8389,0,1,1,2,2,3,3,3,2,2,2
8390,0,1,1,2,3,3,4,4,4,4,3
8391,0,1,1,1,1,2,2,2,1,1,1
8392,0,1,2,2,3,3,3,3,2,2,2
8393,0,1,1,2,2,3,4,4,4,4,4
8394,0,1,1,1,2,3,3,3,3,2,1
8395,0,1,2,3,4,4,5,4,4,3,3
8396,0,1,1,2,3,3,3,3,3,3,3
8397,0,1,2,3,3,4,4,4,4,4,3
8398,0,1,2,2,3,3,4,3,4,3,3
8399,0,1,1,1,1,3,3,3,3,2,3
8400,0,1,3,4,4,4,4,4,4,3,3
8401,0,1,2,2,3,3,3,3,3,3,2
8402,0,1,1,1,2,2,2,2,2,2,1
8403,0,1,1,1,3,3,4,3,2,2,1
8404,0,1,1,2,2,2,3,3,3,2,3
8405,0,1,1,2,3,2,3,3,2,1,0
8406,0,1,2,3,3,3,4,4,4,4,3
8407,0,1,1,2,3,4,4,4,4,4,3
8408,0,1,1,1,1,2,3,3,3,2,2
8409,0,1,1,2,3,4,4,4,4,3,3
8410,0,1,2,3,3,4,4,3,3,3,2
8411,0,1,2,3,4,4,4,4,4,2,2
8412,0,1,1,1,1,1,1,1,1,1,0
8413,0,1,1,3,3,4,4,4,5,4,4
8414,0,1,1,2,2,3,3,3,3,2,3
8415,0,1,3,4,4,4,4,4,4,4,4
8416,0,1,1,1,3,3,3,3,3,2,2
8417,0,1,2,3,3,4,4,4,4,4,3
8418,0,1,1,1,2,2,3,2,1,1,1
8419,0,1,1,3,3,4,4,4,4,2,2
8420,0,1,2,2,3,4,4,4,4,4,4
8421,0,1,1,3,3,4,4,4,4,4,3
8422,0,1,1,2,3,4,4,4,4,4,4
8423,0,1,1,2,3,4,3,2,2,2,1
8424,0,1,1,1,2,3,4,4,3,3,2
8425,0,1,1,1,3,4,3,3,3,2,1
8426,0,1,2,2,3,4,4,4,3,2,2
8427,0,1,1,2,3,4,5,5,5,5,4
8428,0,1,3,4,4,4,4,5,5,4,4
8429,0,1,1,2,2,3,3,3,3,3,3
8430,0,1,2,3,3,4,4,3,3,2,2
8431,0,1,1,3,4,4,5,4,4,4,4
8432,0,1,2,2,3,4,4,4,4,3,2
8433,0,1,2,3,3,3,4,3,2,2,2
8434,0,1,1,1,1,3,3,4,4,3,3
8435,0,1,1,3,3,4,4,4,4,4,2
8436,0,1,1,2,3,3,4,4,4,4,4
8437,0,1,1,2,3,3,3,3,3,2,1
8438,0,1,1,3,3,4,4,2,2,2,1
8439,0,1,1,3,3,4,4,4,3,3,3
8440,0,1,1,3,3,3,3,3,3,2,1
8441,0,1,1,1,2,1,1,1,1,1,1
8442,0,1,1,2,3,3,4,4,3,3,3
8443,0,1,1,2,3,3,4,5,4,4,4
8444,0,1,1,2,2,3,3,3,3,2,1
8445,0,1,1,2,3,3,3,4,4,3,2
8446,0,1,1,2,3,2,2,1,1,2,1
8447,0,1,2,3,4,4,4,4,4,3,3
8448,0,1,1,2,2,2,3,3,3,3,3
8449,0,1,1,3,4,4,4,4,4,4,4
8450,0,1,1,3,4,4,4,4,4,4,3
8451,0,1,2,2,3,3,3,3,2,2,2
8452,0,1,1,2,3,3,3,3,3,2,2
8453,0,1,1,2,1,1,3,2,2,1,1
8454,0,1,1,3,3,4,4,4,4,4,3
8455,0,1,2,4,5,4,5,5,5,4,4
8456,0,1,1,2,2,2,3,3,3,3,3
8457,0,1,2,3,3,4,4,4,4,4,3
8458,0,1,1,2,3,2,2,2,2,2,1
8459,0,1,2,3,3,4,4,3,3,2,2
8460,0,1,1,1,2,2,2,3,2,1,1
8461,0,1,1,3,3,3,3,3,3,2,2
8462,0,1,1,2,3,4,4,3,3,3,3
8463,0,1,2,3,3,3,4,4,3,3,3
8464,0,1,1,2,3,3,4,4,4,3,3
8465,0,1,2,3,4,4,4,4,4,4,4
8466,0,1,1,2,2,2,3,3,3,3,3
8467,0,1,1,3,4,4,4,4,4,4,4
8468,0,1,1,2,3,3,3,4,4,3,1
8469,0,1,1,1,2,3,3,3,3,2,2
8470,0,1,2,3,4,4,5,5,4,4,3
8471,0,1,1,3,4,4,4,4,4,4,3
8472,0,1,2,2,3,4,4,4,4,4,4
8473,0,1,1,3,4,4,4,4,4,3,3
8474,0,1,1,2,2,3,4,4,4,3,3
8475,0,1,1,2,3,2,3,2,2,2,2
8476,0,1,2,2,3,3,4,4,4,3,4
8477,0,1,1,1,1,1,1,2,1,1,0
8478,0,1,1,2,3,2,3,3,3,2,1
8479,0,1,1,1,2,3,3,4,3,3,3
8480,0,1,1,2,3,3,4,3,3,1,1
8481,0,1,1,2,3,4,4,3,3,3,2
8482,0,1,2,3,4,4,4,4,4,5,5
8483,0,1,2,2,3,4,4,4,4,3,3
8484,0,1,1,2,2,3,3,2,2,2,1
8485,0,1,2,3,3,4,4,4,4,4,3
8486,0,1,1,2,2,3,4,3,3,2,1
8487,0,1,1,3,4,4,5,5,4,4,4
8488,0,1,1,2,2,3,3,3,3,3,3
8489,0,1,2,3,3,4,4,4,3,3,4
8490,0,1,1,2,3,4,4,4,4,4,4
8491,0,1,1,3,4,4,4,4,4,2,2
8492,0,1,1,2,2,3,3,3,2,1,1
8493,0,1,1,2,3,3,4,4,4,3,3
8494,0,1,2,3,3,4,4,4,3,3,2
8495,0,1,1,2,2,3,3,2,1,1,1
8496,0,1,2,2,3,3,3,3,3,3,3
8497,0,1,2,3,4,4,5,5,5,5,5
8498,0,1,2,3,4,4,4,3,3,2,2
8499,0,1,1,3,3,4,4,4,3,2,2
8500,0,1,1,2,4,4,4,4,3,3,2
8501,0,1,1,2,3,3,4,4,4,4,4
8502,0,1,2,4,4,4,4,5,4,3,3
8503,0,1,2,3,3,3,3,3,3,3,1
8504,0,1,1,3,3,3,3,3,3,3,3
8505,0,1,1,1,2,3,3,3,2,2,1
8506,0,1,1,2,3,4,4,3,3,3,3
8507,0,1,2,3,3,3,4,4,4,2,2
8508,0,1,1,3,3,4,4,4,3,3,3
8509,0,1,1,2,2,3,3,3,3,3,3
8510,0,1,1,2,3,3,4,4,4,4,3
8511,0,1,1,2,3,3,4,3,3,3,2
8512,0,1,2,3,2,2,2,1,0,0,0
8513,0,1,1,2,3,3,4,4,4,3,3
8514,0,1,1,3,4,4,4,4,4,3,3
8515,0,1,2,3,3,4,4,4,4,3,2
8516,0,1,1,1,2,3,3,4,3,4,3
8517,0,1,1,3,4,4,4,4,4,3,3
8518,0,1,1,3,4,4,4,4,4,3,3
8519,0,1,1,2,2,3,3,3,3,2,1
8520,0,1,1,2,3,3,4,3,3,3,3
8521,0,1,1,3,4,4,4,2,2,2,1
8522,0,1,2,3,3,4,4,4,3,3,3
8523,0,1,1,1,1,1,2,2,2,2,2
8524,0,1,1,1,2,3,4,3,3,2,2
8525,0,1,1,3,4,4,5,4,4,4,4
8526,0,1,1,2,3,4,4,4,4,4,3
8527,0,1,1,2,4,4,4,3,2,2,1
8528,0,1,1,1,2,3,3,3,3,2,2
8529,0,1,1,2,2,3,4,3,3,2,2
8530,0,1,1,2,3,4,4,4,4,4,3
8531,0,1,1,2,3,3,4,4,3,4,3
8532,0,1,2,3,4,4,4,4,4,4,4
8533,0,1,2,2,3,4,4,3,4,4,4
8534,0,1,2,4,4,4,5,5,5,5,4
8535,0,1,1,2,2,3,3,3,2,2,1
8536,0,1,1,3,3,4,4,4,4,2,2
8537,0,1,1,1,2,3,3,3,3,3,3
8538,0,1,2,3,4,4,5,5,5,4,4
8539,0,1,2,2,3,4,4,3,3,4,3
8540,0,1,2,2,2,2,2,2,2,1,1
8541,0,1,1,2,4,4,4,3,4,4,3
8542,0,1,2,3,4,4,5,4,4,4,3
8543,0,1,1,2,3,4,4,4,3,3,3
8544,0,1,1,1,2,3,3,3,4,3,3
8545,0,1,1,1,3,3,3,3,3,3,2
8546,0,1,1,2,4,3,3,2,1,1,1
8547,0,1,1,2,3,3,4,3,3,3,3
8548,0,1,1,2,3,3,3,2,2,1,1
8549,0,1,1,2,2,3,3,2,2,1,1
8550,0,1,2,2,3,3,4,4,4,3,3
8551,0,1,1,2,3,3,3,4,4,4,3
8552,0,1,1,2,2,3,4,4,3,2,2
8553,0,1,1,2,3,3,3,3,4,3,3
8554,0,1,0,1,1,2,3,3,3,3,2
8555,0,1,1,2,3,4,4,4,4,4,4
8556,0,1,1,3,3,4,4,4,3,3,3
8557,0,1,2,2,2,3,3,3,3,3,2
8558,0,1,1,3,4,4,3,2,2,2,2
8559,0,1,2,2,3,3,4,4,4,3,4
8560,0,1,1,1,2,3,3,3,2,2,2
8561,0,1,2,2,2,4,4,4,4,4,3
8562,0,1,1,2,2,3,3,3,3,1,1
8563,0,1,1,2,2,3,3,3,2,2,2
8564,0,1,1,2,3,4,4,4,3,3,2
8565,0,1,2,2,3,3,3,3,3,3,3
8566,0,1,1,1,2,3,4,4,4,4,4
8567,0,1,1,2,3,3,4,4,4,4,3
8568,0,1,1,1,3,3,3,3,2,2,3
8569,0,1,1,2,2,2,1,0,0,0,0
8570,0,1,1,2,2,2,3,2,2,2,2
8571,0,1,1,2,3,3,4,4,3,3,3
8572,0,1,1,2,3,4,4,4,4,4,4
8573,0,1,1,2,3,3,4,4,3,3,3
8574,0,1,2,3,3,4,4,5,4,4,4
8575,0,1,2,2,3,4,4,4,4,4,4
8576,0,1,2,3,4,4,4,4,4,3,3
8577,0,1,1,1,2,3,4,3,3,3,2
8578,0,1,2,3,3,3,4,4,2,1,1
8579,0,1,1,2,3,3,4,4,4,3,3
8580,0,1,1,1,2,1,1,1,1,1,1
8581,0,1,1,1,3,3,3,3,3,2,1
8582,0,1,1,1,2,3,3,4,3,3,3
8583,0,1,1,3,4,4,4,4,4,3,3
8584,0,1,1,3,3,4,4,3,3,2,2
8585,0,1,1,1,1,2,3,1,1,1,1
8586,0,1,2,3,4,4,5,4,4,4,4
8587,0,1,0,1,2,2,3,3,3,2,3
8588,0,1,1,1,1,2,3,2,1,0,0
8589,0,1,1,2,3,4,4,4,4,4,4
8590,0,1,1,2,3,4,4,4,3,3,2
8591,0,1,1,1,1,3,4,3,3,1,1
8592,0,1,1,3,3,4,4,4,3,2,2
8593,0,1,1,1,1,1,2,1,2,1,0
8594,0,1,1,2,3,3,4,4,4,4,4
8595,0,1,1,2,2,3,2,2,2,2,1
8596,0,1,2,2,3,4,4,4,4,3,3
8597,0,1,2,3,3,3,4,4,3,3,2
8598,0,1,2,2,3,3,4,4,4,4,3
8599,0,1,1,2,3,4,4,4,3,3,2
8600,0,1,3,4,4,4,5,5,4,3,3
8601,0,1,1,2,3,3,4,4,4,4,3
8602,0,1,1,1,2,3,3,3,3,3,3
8603,0,1,1,2,3,3,4,4,4,3,2
8604,0,1,1,2,3,3,3,3,3,3,2
8605,0,1,1,2,3,3,4,3,3,2,1
8606,0,1,1,2,2,1,3,3,2,2,2
8607,0,1,2,3,4,4,5,5,5,5,5
8608,0,1,2,3,3,3,4,4,4,3,2
8609,0,1,1,1,3,4,5,4,4,4,4
8610,0,1,1,3,4,4,5,4,4,4,3
8611,0,1,1,1,2,2,2,2,2,1,0
8612,0,1,2,2,1,1,2,0,0,0,1
8613,0,1,1,3,4,4,5,4,4,4,4
8614,0,1,1,2,3,4,4,4,4,4,4
8615,0,1,1,2,2,3,3,3,3,2,2
8616,0,1,1,1,2,3,3,3,2,1,1
8617,0,1,1,2,3,4,4,4,4,3,3
8618,0,1,1,2,3,3,4,3,3,3,3
8619,0,1,1,3,3,4,4,4,4,4,3
8620,0,1,2,2,3,4,4,3,3,3,4
8621,0,1,1,2,3,4,4,4,4,4,4
8622,0,1,1,3,3,4,4,4,4,4,4
8623,0,1,0,2,3,3,3,3,3,2,2
8624,0,1,1,3,2,3,4,4,4,4,4
8625,0,1,1,3,4,4,5,4,4,3,3
8626,0,1,0,2,2,3,3,3,3,3,2
8627,0,1,1,2,3,3,3,2,2,2,1
8628,0,1,1,2,3,3,3,3,3,2,3
8629,0,1,1,2,3,4,4,2,2,2,2
8630,0,1,1,1,2,2,3,3,3,2,1
8631,0,1,2,4,4,5,5,5,5,4,3
8632,0,1,1,1,2,2,3,3,3,3,3
8633,0,1,2,3,4,5,5,5,5,5,5
8634,0,1,1,2,3,4,4,3,3,2,3
8635,0,1,1,1,2,2,3,4,3,3,2
8636,0,1,1,1,2,2,3,3,3,2,2
8637,0,1,2,2,3,3,3,2,2,2,2
8638,0,1,1,1,2,2,3,2,2,2,2
8639,0,1,1,1,3,3,4,4,4,3,3
8640,0,1,3,3,4,4,4,4,4,4,4
8641,0,1,1,1,2,3,3,3,3,2,2
8642,0,1,2,4,3,4,4,4,4,4,4
8643,0,1,2,2,3,2,3,3,3,2,1
8644,0,1,2,2,3,3,3,3,4,3,3
8645,0,1,1,2,2,3,3,3,3,3,3
8646,0,1,1,3,4,4,5,4,4,4,3
8647,0,1,2,4,4,4,4,4,5,4,4
8648,0,1,1,2,2,2,3,3,3,3,3
8649,0,1,2,2,3,3,3,4,4,4,3
8650,0,1,1,2,2,3,4,3,3,3,3
8651,0,1,1,2,3,4,4,4,4,4,3
8652,0,1,1,2,3,3,3,3,3,3,2
8653,0,1,1,1,2,3,4,3,3,3,3
8654,0,1,1,1,2,1,3,3,3,3,1
8655,0,1,1,3,3,2,3,3,3,1,1
8656,0,1,2,2,4,4,4,4,4,4,3
8657,0,1,1,3,3,4,4,4,4,4,4
8658,0,1,1,1,2,2,3,3,3,3,2
8659,0,1,1,1,1,1,1,1,1,1,1
8660,0,1,1,3,3,4,4,4,4,4,4
8661,0,1,1,2,3,4,4,4,4,3,3
8662,0,1,0,1,1,2,2,2,2,2,2
8663,0,1,2,2,2,3,4,3,3,2,3
8664,0,1,1,2,3,3,4,4,3,4,4
8665,0,1,2,3,3,3,3,3,2,2,1
8666,0,1,1,1,1,1,2,1,1,1,1
8667,0,1,3,4,4,4,4,4,4,4,3
8668,0,1,1,2,2,3,4,3,2,2,1
8669,0,1,2,3,3,3,3,3,2,2,2
8670,0,1,1,2,3,3,3,3,2,2,1
8671,0,1,1,2,3,4,4,4,4,4,3
8672,0,1,1,1,1,3,2,1,2,2,1
8673,0,1,2,3,3,3,4,4,4,4,4
8674,0,1,2,3,4,5,4,4,4,4,4
8675,0,1,1,2,2,2,2,2,2,1,0
8676,0,1,1,2,3,3,4,4,4,4,4
8677,0,1,2,3,3,4,4,3,2,2,1
8678,0,1,2,3,4,5,5,5,5,5,5
8679,0,1,1,3,3,4,4,4,4,4,3
8680,0,1,1,2,3,3,4,4,4,3,3
8681,0,1,1,2,3,3,4,4,4,5,5
8682,0,1,1,2,3,3,3,2,3,2,1
8683,0,1,2,3,3,3,4,4,4,4,3
8684,0,1,1,1,1,1,2,2,2,2,1
8685,0,1,2,2,3,3,4,4,4,3,3
8686,0,1,2,3,4,3,4,3,3,1,1
8687,0,1,1,2,2,2,3,3,3,2,1
8688,0,1,2,3,3,4,4,4,4,4,3
8689,0,1,3,3,3,3,3,3,4,3,3
8690,0,1,2,3,4,4,5,5,4,4,3
8691,0,1,1,2,3,3,4,4,5,5,4
8692,0,1,1,2,3,3,4,4,3,3,3
8693,0,1,2,2,3,3,4,4,4,4,4
8694,0,1,2,3,4,4,4,4,4,4,4
8695,0,1,1,2,1,2,2,1,1,1,1
8696,0,1,1,3,3,4,4,3,3,3,2
8697,0,1,2,3,3,3,4,4,4,4,4
8698,0,1,1,2,2,2,3,2,2,2,2
8699,0,1,1,3,4,4,4,4,4,4,4
8700,0,1,2,4,4,4,4,5,5,5,4
8701,0,1,1,1,3,2,3,3,3,3,3
8702,0,1,1,1,2,2,3,3,2,1,1
8703,0,1,1,3,3,4,4,4,3,3,3
8704,0,1,1,1,3,3,4,5,4,4,4
8705,0,1,1,2,2,4,4,4,3,2,2
8706,0,1,1,3,3,4,4,3,3,3,3
8707,0,1,1,1,1,1,1,1,2,1,1
8708,0,1,1,1,2,3,3,3,3,2,2
8709,0,1,1,3,3,4,3,3,3,3,2
8710,0,1,1,3,4,4,4,3,3,2,2
8711,0,1,1,2,2,3,3,3,3,3,2
8712,0,1,1,1,1,2,4,3,3,2,1
8713,0,1,1,2,2,3,4,3,3,2,2
8714,0,1,1,2,2,3,4,3,3,3,3
8715,0,1,1,2,2,3,3,3,2,3,1
8716,0,1,1,3,4,4,4,4,4,4,4
8717,0,1,1,2,3,3,4,4,4,4,4
8718,0,1,2,2,2,3,3,3,2,2,2
8719,0,1,1,2,2,2,3,3,2,2,3
8720,0,1,1,2,2,3,3,3,2,2,1
8721,0,1,1,2,3,4,5,4,4,4,5
8722,0,1,1,2,2,3,3,3,4,3,3
8723,0,1,1,3,3,3,4,4,4,4,3
8724,0,1,1,2,3,3,3,3,3,3,3
8725,0,1,1,3,3,4,4,4,3,3,2
8726,0,1,1,3,3,4,4,4,4,4,4
8727,0,1,1,2,2,3,4,3,3,2,1
8728,0,1,1,2,3,2,1,1,0,0,0
8729,0,1,1,2,2,3,4,3,2,2,1
8730,0,1,2,3,4,4,3,3,2,2,2
8731,0,1,1,2,3,3,4,4,4,4,4
8732,0,1,2,2,2,2,3,3,3,2,1
8733,0,1,1,1,2,3,3,2,3,2,2
8734,0,1,2,2,3,3,4,4,4,4,3
8735,0,1,2,2,3,4,4,4,2,1,0
8736,0,1,1,1,3,3,4,4,4,4,4
8737,0,1,2,3,4,4,5,5,4,4,4
8738,0,1,1,3,4,4,4,4,5,4,4
8739,0,1,1,1,2,2,2,2,2,2,1
8740,0,1,1,1,2,3,3,3,2,2,2
8741,0,1,1,3,4,4,4,4,4,3,3
8742,0,1,1,2,3,3,3,2,2,1,1
8743,0,1,1,2,2,3,3,3,2,1,1
8744,0,1,1,3,3,4,5,4,4,4,4
8745,0,1,1,2,3,3,3,3,3,3,3
8746,0,1,1,3,4,4,4,4,4,4,3
8747,0,1,1,3,3,2,2,2,3,3,2
8748,0,1,0,1,2,3,4,4,4,4,3
8749,0,1,1,1,2,2,3,2,2,2,2
8750,0,1,1,1,2,3,3,3,3,3,3
8751,0,1,1,3,3,2,3,3,2,1,0
8752,0,1,1,2,3,3,3,4,4,4,4
8753,0,1,1,2,4,4,5,5,5,5,4
8754,0,1,1,2,4,4,5,5,5,5,5
8755,0,1,1,3,4,4,4,4,4,4,4
8756,0,1,1,2,3,3,4,4,3,3,2
8757,0,1,1,2,2,2,2,2,2,2,2
8758,0,1,1,3,4,4,5,4,4,4,4
8759,0,1,1,3,3,4,4,4,5,4,4
8760,0,1,3,3,4,4,4,4,4,4,4
8761,0,1,1,2,2,3,3,1,1,1,0
8762,0,1,2,2,3,3,4,4,4,4,3
8763,0,1,1,1,2,2,2,1,1,2,2
8764,0,1,2,3,4,4,5,5,5,4,4
8765,0,1,1,3,4,4,5,5,5,5,5
8766,0,1,1,2,2,2,2,2,1,1,2
8767,0,1,2,3,3,2,3,3,4,3,2
8768,0,1,1,2,3,3,4,4,4,3,3
8769,0,1,1,1,2,2,4,4,4,4,4
8770,0,1,1,2,3,2,3,2,1,1,1
8771,0,1,1,2,2,3,4,3,3,3,3
8772,0,1,2,3,4,4,5,4,4,4,3
8773,0,1,2,3,3,4,4,4,4,4,3
8774,0,1,1,2,3,3,4,4,4,4,4
8775,0,1,2,3,3,4,4,4,4,4,3
8776,0,1,1,1,3,4,4,4,4,3,3
8777,0,1,1,3,4,5,5,5,5,5,4
8778,0,1,1,2,2,3,3,3,3,3,3
8779,0,1,1,2,3,3,4,5,5,4,4
8780,0,1,1,3,3,4,4,3,3,3,2
8781,0,1,1,2,3,3,3,3,3,1,2
8782,0,1,2,3,3,4,3,4,3,2,2
8783,0,1,1,2,3,3,4,4,4,3,3
8784,0,1,1,3,3,4,4,5,4,4,4
8785,0,1,2,3,3,4,4,4,4,5,4
8786,0,1,1,1,2,3,3,3,3,3,3
8787,0,1,1,2,3,3,4,4,3,2,2
8788,0,1,1,1,1,2,2,2,2,2,3
8789,0,1,1,2,2,2,2,2,2,1,1
8790,0,1,2,4,4,4,4,4,4,4,4
8791,0,1,2,2,3,3,4,3,3,2,1
8792,0,1,1,2,3,4,4,4,4,3,3
8793,0,1,1,2,4,4,4,5,4,4,4
8794,0,1,2,4,4,4,4,4,4,3,3
8795,0,1,1,2,3,4,4,3,4,3,2
8796,0,1,2,2,3,4,4,4,3,2,3
8797,0,1,2,2,3,3,3,4,3,3,3
8798,0,1,1,2,3,4,4,4,4,3,3
8799,0,1,2,3,3,4,5,4,4,4,4
8800,0,1,1,1,1,2,2,3,2,2,2
8801,0,1,1,3,4,4,4,4,4,3,3
8802,0,1,1,2,3,4,4,4,3,3,3
8803,0,1,2,3,3,3,4,4,4,4,3
8804,0,1,1,1,2,2,2,2,2,1,1
8805,0,1,2,3,3,3,3,2,2,3,3
8806,0,1,1,3,3,4,3,3,3,2,1
8807,0,1,3,3,4,4,4,4,4,3,3
8808,0,1,2,3,3,4,4,4,5,5,5
8809,0,1,1,2,4,4,4,4,4,4,4
8810,0,1,1,1,2,2,3,3,4,2,2
8811,0,1,1,2,3,3,3,2,2,2,2
8812,0,1,2,4,4,5,5,5,4,4,4
8813,0,1,1,2,3,3,4,4,4,4,3
8814,0,1,1,2,3,2,2,2,2,1,0
8815,0,1,1,3,3,4,4,4,3,3,3
8816,0,1,1,2,3,3,4,3,3,3,2
8817,0,1,1,2,2,3,3,3,3,2,2
8818,0,1,1,3,2,3,4,4,4,4,3
8819,0,1,2,3,4,4,4,4,4,4,4
8820,0,1,1,1,3,3,3,2,2,1,1
8821,0,1,1,1,2,3,3,3,3,3,3
8822,0,1,1,3,3,4,4,3,2,2,2
8823,0,1,3,4,5,4,5,5,4,4,4
8824,0,1,2,3,4,4,4,3,3,3,3
8825,0,1,2,3,4,4,4,4,4,3,1
8826,0,1,2,3,3,3,4,4,4,4,4
8827,0,1,1,2,3,3,4,4,4,4,4
8828,0,1,2,3,4,4,5,4,4,4,3
8829,0,1,1,2,1,1,2,1,2,2,1
8830,0,1,1,2,2,1,1,1,1,1,0
8831,0,1,2,3,4,4,4,3,4,4,3
8832,0,1,1,2,3,3,3,3,3,3,3
8833,0,1,2,4,4,4,4,4,4,4,4
8834,0,1,1,1,1,2,2,2,2,3,3
8835,0,1,1,3,3,3,4,4,4,3,3
8836,0,1,1,3,3,4,4,4,4,4,3
8837,0,1,2,3,4,4,4,4,4,4,3
8838,0,1,1,2,1,2,2,2,1,1,1
8839,0,1,1,2,2,2,3,3,3,3,2
8840,0,1,2,3,3,4,4,4,3,3,3
8841,0,1,2,3,4,4,4,4,4,4,4
8842,0,1,1,2,3,4,4,4,3,3,2
8843,0,1,1,2,3,4,5,5,5,5,5
8844,0,1,2,4,4,4,4,4,4,4,4
8845,0,1,1,2,4,4,4,4,4,4,3
8846,0,1,1,2,2,3,3,3,3,3,3
8847,0,1,1,2,2,2,3,3,3,2,2
8848,0,1,1,2,3,3,3,2,2,1,0
8849,0,1,1,2,2,3,4,4,3,3,3
8850,0,1,1,2,3,4,5,5,5,4,4
8851,0,1,3,4,4,4,4,4,4,4,4
8852,0,1,2,3,4,4,4,4,5,5,4
8853,0,1,2,3,3,4,4,4,4,3,3
8854,0,1,1,3,3,3,4,4,4,3,3
8855,0,1,1,1,2,2,3,3,3,2,2
8856,0,1,1,2,2,3,3,3,2,2,1
8857,0,1,2,2,3,3,3,3,3,2,3
8858,0,1,1,2,3,4,5,4,4,4,4
8859,0,1,1,3,4,5,5,5,5,4,4
8860,0,1,1,1,1,1,2,1,1,0,0
8861,0,1,1,3,3,4,5,4,4,3,3
8862,0,1,1,3,3,4,4,4,4,4,4
8863,0,1,2,3,4,5,4,5,4,3,3
8864,0,1,1,3,3,3,4,4,4,3,3
8865,0,1,1,2,3,3,4,3,2,1,1
8866,0,1,1,1,1,1,2,2,2,2,2
8867,0,1,1,1,2,3,4,4,3,3,3
8868,0,1,2,3,4,4,4,4,4,4,3
8869,0,1,1,3,3,4,5,4,4,3,3
8870,0,1,1,3,3,3,3,3,3,3,2
8871,0,1,1,3,3,3,4,3,3,3,2
8872,0,1,1,3,3,4,4,4,4,4,3
8873,0,1,1,2,3,3,4,4,4,4,4
8874,0,1,1,3,4,4,4,4,4,4,3
8875,0,1,1,2,3,3,4,3,3,3,3
8876,0,1,1,2,2,3,3,3,3,2,2
8877,0,1,1,1,1,3,3,3,2,2,2
8878,0,1,2,3,4,4,5,4,4,4,4
8879,0,1,1,2,3,3,4,4,3,3,3
8880,0,1,1,3,3,4,4,4,4,4,3
8881,0,1,1,2,3,3,3,3,3,2,1
8882,0,1,2,3,4,4,4,4,3,3,2
8883,0,1,1,1,3,3,3,3,3,1,1
8884,0,1,1,2,3,3,3,4,4,3,3
8885,0,1,1,2,3,3,4,4,4,3,3
8886,0,1,1,1,1,2,3,3,3,3,3
8887,0,1,2,3,4,4,4,5,4,4,5
8888,0,1,2,3,3,3,4,4,4,3,3
8889,0,1,1,2,3,4,4,4,4,4,4
8890,0,1,1,2,4,4,4,4,4,2,2
8891,0,1,2,2,2,2,3,2,1,1,1
8892,0,1,1,2,3,4,3,3,4,4,3
8893,0,1,1,2,2,3,4,3,3,3,3
8894,0,1,2,2,3,4,4,3,3,4,4
8895,0,1,1,2,3,4,4,4,4,4,4
8896,0,1,2,3,4,3,3,4,4,4,4
8897,0,1,2,2,3,3,3,3,1,1,1
8898,0,1,1,2,2,3,3,3,3,3,3
8899,0,1,0,1,2,3,4,3,3,2,2
8900,0,1,1,2,2,2,3,3,3,2,2
8901,0,1,1,2,3,3,4,4,3,3,3
8902,0,1,2,3,4,3,4,4,4,3,3
8903,0,1,2,2,3,3,4,3,3,3,3
8904,0,1,2,3,4,5,5,4,4,3,2
8905,0,1,2,3,3,3,4,4,4,3,3
8906,0,1,1,2,2,2,2,1,1,1,1
8907,0,1,1,3,3,3,3,3,2,2,2
8908,0,1,1,2,2,2,2,2,2,2,1
8909,0,1,1,2,3,4,3,3,3,3,2
8910,0,1,1,2,3,3,3,3,3,3,2
8911,0,1,1,2,2,3,3,3,3,2,1
8912,0,1,1,3,3,4,4,3,4,3,4
8913,0,1,3,3,4,4,4,4,3,3,3
8914,0,1,1,2,2,1,1,1,1,0,0
8915,0,1,1,3,3,4,5,5,4,4,4
8916,0,1,1,2,3,4,4,4,4,4,3
8917,0,1,1,3,4,4,4,4,4,4,4
8918,0,1,1,1,2,2,4,3,3,3,3
8919,0,1,1,2,2,3,3,4,4,4,4
8920,0,1,1,2,4,4,4,4,4,4,4
8921,0,1,1,3,3,4,4,4,4,3,3
8922,0,1,1,1,1,2,2,2,2,1,1
8923,0,1,1,2,3,3,4,3,4,3,3
8924,0,1,2,2,3,3,4,3,3,2,2
8925,0,1,1,2,3,3,4,4,4,3,3
8926,0,1,1,2,2,2,2,2,2,1,1
8927,0,1,1,2,4,4,4,4,4,3,2
8928,0,1,1,2,3,4,4,4,4,3,3
8929,0,1,2,2,3,2,3,2,2,1,1
8930,0,1,1,2,2,3,4,3,4,4,4
8931,0,1,1,1,3,3,3,3,3,3,3
